,open,close,high,low,volume,money
2015-12-29 11:29:00,9.73,9.75,9.75,9.7,5850604.0,56899718.0
2015-12-29 13:29:00,9.75,9.7,9.76,9.69,5968839.0,58077830.0
2015-12-29 13:59:00,9.7,9.72,9.73,9.69,4582975.0,44498962.0
2015-12-29 14:29:00,9.72,9.75,9.79,9.71,11758160.0,114689019.0
2015-12-29 14:59:00,9.75,9.79,9.79,9.74,6804042.0,66446229.0
2015-12-30 09:59:00,9.79,9.76,9.79,9.74,8228825.0,80310942.0
2015-12-30 10:29:00,9.75,9.74,9.76,9.73,6396936.0,62311056.0
2015-12-30 10:59:00,9.74,9.78,9.78,9.74,6486764.0,63321937.0
2015-12-30 11:29:00,9.77,9.74,9.78,9.73,5004033.0,48775672.0
2015-12-30 13:29:00,9.73,9.69,9.74,9.69,9204375.0,89359567.0
2015-12-30 13:59:00,9.69,9.73,9.73,9.67,4581986.0,44426850.0
2015-12-30 14:29:00,9.72,9.74,9.74,9.7,5594604.0,54418476.0
2015-12-30 14:59:00,9.74,9.78,9.8,9.72,18761488.0,183125881.0
2015-12-31 09:59:00,9.79,9.79,9.82,9.74,12377394.0,121050446.0
2015-12-31 10:29:00,9.78,9.79,9.8,9.73,5406687.0,52771980.0
2015-12-31 10:59:00,9.77,9.74,9.79,9.73,7826913.0,76315948.0
2015-12-31 11:29:00,9.75,9.72,9.75,9.72,5477477.0,53303041.0
2015-12-31 13:29:00,9.72,9.72,9.73,9.7,5868640.0,57009602.0
2015-12-31 13:59:00,9.71,9.76,9.76,9.7,4312277.0,41967067.0
2015-12-31 14:29:00,9.76,9.78,9.79,9.71,7385837.0,71998440.0
2015-12-31 14:59:00,9.78,9.71,9.79,9.7,12800184.0,124756172.0
2016-01-04 09:59:00,9.7,9.63,9.73,9.62,15219178.0,147263290.0
2016-01-04 10:29:00,9.63,9.49,9.65,9.41,20178118.0,192017101.0
2016-01-04 10:59:00,9.48,9.47,9.5,9.43,9469395.0,89624790.0
2016-01-04 11:29:00,9.47,9.4,9.48,9.35,12645251.0,118966304.0
2016-01-04 13:29:00,9.4,9.38,9.43,9.37,6073610.0,57029995.0
2016-01-04 13:59:00,9.4,9.17,9.4,9.15,7196435.0,66819974.0
2016-01-04 14:29:00,9.17,9.17,9.17,9.17,0.0,0.0
2016-01-04 14:59:00,9.17,9.17,9.17,9.17,0.0,0.0
2016-01-05 09:59:00,9.17,9.29,9.36,9.04,24182628.0,222981834.0
2016-01-05 10:29:00,9.29,9.28,9.3,9.22,8101813.0,74989394.0
2016-01-05 10:59:00,9.28,9.31,9.34,9.24,7012221.0,65129179.0
2016-01-05 11:29:00,9.32,9.27,9.33,9.27,3982028.0,37044784.0
2016-01-05 13:29:00,9.28,9.17,9.32,9.17,7354827.0,68078240.0
2016-01-05 13:59:00,9.17,9.18,9.23,9.14,10072315.0,92392177.0
2016-01-05 14:29:00,9.18,9.18,9.21,9.07,12824154.0,117234513.0
2016-01-05 14:59:00,9.17,9.24,9.29,9.17,7903640.0,72978566.0
2016-01-06 09:59:00,9.23,9.28,9.31,9.23,11121503.0,102995165.0
2016-01-06 10:29:00,9.28,9.27,9.28,9.24,6931913.0,64195366.0
2016-01-06 10:59:00,9.27,9.24,9.27,9.22,6874215.0,63538748.0
2016-01-06 11:29:00,9.23,9.29,9.34,9.22,8341377.0,77423521.0
2016-01-06 13:29:00,9.28,9.3,9.31,9.25,3921612.0,36400495.0
2016-01-06 13:59:00,9.3,9.3,9.35,9.27,9537343.0,88850646.0
2016-01-06 14:29:00,9.29,9.32,9.36,9.28,8969013.0,83559039.0
2016-01-06 14:59:00,9.32,9.33,9.33,9.3,7998031.0,74531022.0
2016-01-07 09:59:00,9.33,8.85,9.33,8.83,22126011.0,199835713.0
2016-01-07 10:29:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 10:59:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 11:29:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 13:29:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 13:59:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 14:29:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-07 14:59:00,8.85,8.85,8.85,8.85,0.0,0.0
2016-01-08 09:59:00,8.85,8.98,9.09,8.83,31749344.0,284967283.0
2016-01-08 10:29:00,8.97,8.99,9.02,8.94,11459789.0,102887885.0
2016-01-08 10:59:00,8.99,8.93,8.99,8.9,9241566.0,82734288.0
2016-01-08 11:29:00,8.93,9.07,9.07,8.9,9440232.0,84782363.0
2016-01-08 13:29:00,9.07,9.1,9.12,9.03,8184470.0,74296243.0
2016-01-08 13:59:00,9.1,9.07,9.14,9.05,7874975.0,71588755.0
2016-01-08 14:29:00,9.07,9.07,9.08,9.01,6955760.0,62918743.0
2016-01-08 14:59:00,9.07,9.01,9.07,8.99,6923760.0,62508723.0
2016-01-11 09:59:00,9.0,8.92,9.0,8.85,15168641.0,135150174.0
2016-01-11 10:29:00,8.92,8.94,8.97,8.91,5855172.0,52369460.0
2016-01-11 10:59:00,8.94,8.92,8.96,8.89,7007775.0,62456271.0
2016-01-11 11:29:00,8.92,8.89,8.93,8.82,11362306.0,100785134.0
2016-01-11 13:29:00,8.88,8.88,8.95,8.86,12824403.0,114212728.0
2016-01-11 13:59:00,8.88,8.9,8.93,8.87,7090184.0,63053515.0
2016-01-11 14:29:00,8.9,8.82,8.9,8.82,9352638.0,82863390.0
2016-01-11 14:59:00,8.83,8.72,8.84,8.65,21199383.0,184985991.0
2016-01-12 09:59:00,8.71,8.73,8.81,8.68,16004709.0,139887737.0
