vtSymbol,OpenTime,OpenPrice,Direction,CloseTime,ClosePrice,Volume,Profit
rb,2010-01-06 14:50:00,4617.0,Short,2010-01-07 09:05:00,4642.0,1,-259.259
rb,2010-01-07 09:35:00,4631.0,Short,2010-01-08 11:20:00,4441.0,1,1890.928
rb,2010-01-12 09:20:00,4484.0,Short,2010-01-12 14:50:00,4511.0,1,-278.995
rb,2010-01-13 09:05:00,4407.0,Short,2010-01-14 09:05:00,4445.0,1,-388.852
rb,2010-01-15 09:50:00,4430.0,Short,2010-01-18 10:50:00,4375.0,1,541.195
rb,2010-01-19 13:35:00,4384.0,Short,2010-01-20 14:05:00,4368.0,1,151.248
rb,2010-01-21 10:50:00,4335.0,Short,2010-01-21 14:35:00,4347.0,1,-128.682
rb,2010-01-22 09:05:00,4328.0,Short,2010-01-25 09:50:00,4278.0,1,491.394
rb,2010-01-26 10:35:00,4264.0,Short,2010-01-26 13:35:00,4276.0,1,-128.54
rb,2010-01-26 14:35:00,4266.0,Short,2010-01-27 09:05:00,4275.0,1,-98.541
rb,2010-01-28 09:20:00,4285.0,Short,2010-01-29 10:50:00,4309.0,1,-248.594
rb,2010-01-29 14:20:00,4296.0,Short,2010-02-01 09:05:00,4328.0,1,-328.624
rb,2010-02-01 09:50:00,4292.0,Short,2010-02-01 10:05:00,4299.0,1,-78.591
rb,2010-02-01 10:35:00,4288.0,Short,2010-02-02 09:05:00,4306.0,1,-188.594
rb,2010-02-02 09:50:00,4280.0,Short,2010-02-03 10:05:00,4160.0,1,1191.56
rb,2010-02-04 10:05:00,4113.0,Short,2010-02-04 10:50:00,4138.0,1,-258.251
rb,2010-02-04 14:20:00,4130.0,Short,2010-02-05 11:05:00,4090.0,1,391.78
rb,2010-02-09 09:35:00,4129.0,Short,2010-02-09 14:50:00,4163.0,1,-348.292
rb,2010-02-11 09:20:00,4194.0,Short,2010-02-12 09:20:00,4258.0,1,-648.452
rb,2010-02-12 14:35:00,4289.0,Short,2010-02-22 09:05:00,4356.0,1,-678.645
rb,2010-02-22 09:50:00,4300.0,Short,2010-02-23 10:35:00,4262.0,1,371.438
rb,2010-02-24 09:50:00,4247.0,Short,2010-02-25 10:50:00,4239.0,1,71.514
rb,2010-02-25 14:05:00,4225.0,Short,2010-02-26 13:50:00,4196.0,1,281.579
rb,2010-03-02 09:05:00,4193.0,Short,2010-03-03 10:05:00,4153.0,1,391.654
rb,2010-03-04 11:20:00,4145.0,Short,2010-03-05 09:05:00,4163.0,1,-188.308
rb,2010-03-08 14:20:00,4190.0,Short,2010-03-09 09:05:00,4607.0,1,-4178.797
rb,2010-03-09 14:50:00,4642.0,Short,2010-03-11 13:50:00,4657.0,1,-159.299
rb,2010-03-12 13:50:00,4656.0,Short,2010-03-12 14:05:00,4658.0,1,-29.314
rb,2010-03-15 09:00:00,4663.0,Short,2010-03-15 09:05:00,4673.0,1,-109.336
rb,2010-03-15 09:20:00,4663.0,Short,2010-03-16 09:05:00,4653.0,1,90.684
rb,2010-03-17 10:05:00,4772.0,Short,2010-03-18 14:05:00,4760.0,1,110.468
rb,2010-03-22 14:05:00,4771.0,Short,2010-03-24 10:05:00,4765.0,1,50.464
rb,2010-03-25 14:20:00,4794.0,Short,2010-03-25 14:35:00,4796.0,1,-29.59
rb,2010-03-25 14:50:00,4792.0,Short,2010-03-26 09:20:00,4815.0,1,-239.607
rb,2010-03-26 13:35:00,4805.0,Short,2010-03-29 14:20:00,4812.0,1,-79.617
rb,2010-03-30 11:05:00,4775.0,Short,2010-03-31 11:20:00,4767.0,1,70.458
rb,2010-04-01 14:35:00,4750.0,Short,2010-04-02 09:05:00,4769.0,1,-199.519
rb,2010-04-07 10:05:00,4839.0,Short,2010-04-09 09:50:00,4819.0,1,190.342
rb,2010-04-12 13:50:00,4866.0,Short,2010-04-14 09:05:00,4893.0,1,-279.759
rb,2010-04-14 09:20:00,4877.0,Short,2010-04-16 10:35:00,4811.0,1,650.312
rb,2010-04-19 09:20:00,4774.0,Short,2010-04-20 09:35:00,4770.0,1,30.456
rb,2010-04-21 10:35:00,4745.0,Short,2010-04-21 13:35:00,4762.0,1,-179.507
rb,2010-04-22 10:35:00,4754.0,Short,2010-04-22 10:50:00,4753.0,1,0.4930000000000003
