vtSymbol,OpenTime,OpenPrice,Direction,CloseTime,ClosePrice,Volume,Profit
rb,2017-01-05 13:55:00,2988.0,Long,2017-01-05 21:10:00,2941.0,1,-491.858
rb,2017-01-09 09:25:00,2950.0,Long,2017-01-10 10:10:00,3068.0,1,1157.964
rb,2017-01-11 22:40:00,3187.0,Long,2017-01-12 14:10:00,3210.0,1,207.206
rb,2017-01-13 22:55:00,3208.0,Long,2017-01-16 21:40:00,3388.0,1,1776.808
rb,2017-01-17 22:40:00,3308.0,Long,2017-01-18 22:25:00,3271.0,1,-393.158
rb,2017-01-23 10:10:00,3193.0,Long,2017-01-24 14:55:00,3293.0,1,977.028
rb,2017-02-03 21:55:00,3122.0,Long,2017-02-07 22:10:00,3159.0,1,347.438
rb,2017-02-08 21:10:00,3243.0,Long,2017-02-08 22:55:00,3233.0,1,-122.952
rb,2017-02-13 13:40:00,3430.0,Short,2017-02-14 21:10:00,3442.0,1,-143.744
rb,2017-02-14 21:25:00,3369.0,Short,2017-02-14 22:55:00,3423.0,1,-563.584
rb,2017-02-16 21:10:00,3394.0,Short,2017-02-17 13:55:00,3474.0,1,-823.736
rb,2017-02-20 09:40:00,3541.0,Long,2017-02-20 14:40:00,3535.0,1,-84.152
rb,2017-02-21 09:25:00,3616.0,Long,2017-02-21 13:40:00,3590.0,1,-284.412
rb,2017-02-22 21:40:00,3537.0,Long,2017-02-23 14:10:00,3479.0,1,-604.032
rb,2017-02-27 14:10:00,3584.0,Short,2017-03-01 09:55:00,3490.0,1,915.852
rb,2017-03-06 09:40:00,3499.0,Short,2017-03-06 22:40:00,3491.0,1,56.019999999999996
rb,2017-03-09 13:40:00,3388.0,Long,2017-03-10 11:10:00,3384.0,1,-63.544
rb,2017-03-13 09:40:00,3445.0,Long,2017-03-14 09:10:00,3598.0,1,1505.914
rb,2017-03-15 14:40:00,3637.0,Short,2017-03-16 14:55:00,3629.0,1,55.468
rb,2017-03-17 13:55:00,3554.0,Short,2017-03-17 22:25:00,3581.0,1,-294.27
rb,2017-03-23 10:40:00,3165.0,Long,2017-03-24 10:55:00,3146.0,1,-212.622
rb,2017-03-27 14:40:00,3040.0,Long,2017-03-28 14:25:00,3071.0,1,287.778
rb,2017-03-29 09:10:00,3140.0,Long,2017-03-29 22:10:00,3163.0,1,207.394
rb,2017-04-05 09:40:00,3260.0,Long,2017-04-05 21:25:00,3236.0,1,-262.99199999999996
rb,2017-04-06 21:25:00,3107.0,Short,2017-04-07 14:40:00,3022.0,1,827.742
rb,2017-04-17 09:25:00,2901.0,Short,2017-04-17 22:10:00,2922.0,1,-231.64600000000002
rb,2017-04-20 09:55:00,2858.0,Short,2017-04-20 21:10:00,2889.0,1,-331.494
rb,2017-04-21 14:25:00,2924.0,Short,2017-04-24 14:40:00,2890.0,1,318.372
rb,2017-04-26 21:10:00,2970.0,Short,2017-04-27 14:25:00,3006.0,1,-381.952
rb,2017-04-28 14:10:00,3072.0,Short,2017-05-02 09:25:00,3147.0,1,-772.438
rb,2017-05-03 21:40:00,3077.0,Short,2017-05-04 22:25:00,2935.0,1,1397.976
rb,2017-05-09 10:10:00,2984.0,Short,2017-05-09 21:40:00,3048.0,1,-662.064
rb,2017-05-11 14:40:00,3032.0,Long,2017-05-12 13:40:00,2991.0,1,-432.046
rb,2017-05-15 21:40:00,2970.0,Short,2017-05-16 14:55:00,2986.0,1,-181.912
rb,2017-05-22 11:25:00,3336.0,Short,2017-05-24 09:10:00,3301.0,1,326.726
rb,2017-05-26 13:55:00,3215.0,Long,2017-05-31 11:10:00,3174.0,1,-432.778
rb,2017-06-01 09:40:00,3117.0,Long,2017-06-02 09:40:00,3030.0000000000005,1,-892.2939999999954
rb,2017-06-02 21:40:00,3016.0,Short,2017-06-02 22:55:00,3050.0000000000005,1,-362.13200000000455
